seed,position,intensity,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep,career_output_sum
701984,Defender,Low,64,81,77,94,20,39,56,600,2,2,80,63,70,false,50,50,38717
701985,Defender,Medium,64,86,82,93,20,39,50,600,4,2,80,61,70,false,50,50,38493
701986,Defender,High,64,88,85,92,20,39,58,600,1,0,67,54,70,false,50,50,32485
701987,Forward,Low,64,84,82,95,20,39,160,600,3,0,67,54,70,false,50,50,32013
701996,Forward,Medium,63,87,85,93,20,39,175,600,1,2,79,62,70,false,50,50,37748
701997,Forward,High,64,91,89,94,20,39,182,600,2,1,77,61,70,false,50,50,36924
701998,Midfielder,Low,64,81,77,94,20,39,30,600,2,0,70,57,70,false,50,50,33358
701999,Midfielder,Medium,64,86,81,93,20,39,22,600,2,0,73,57,70,false,50,50,34311
701992,Midfielder,High,64,89,87,92,20,39,30,600,3,0,75,59,70,false,50,50,36836
701993,Defender,Low,64,82,79,95,20,39,47,600,6,0,75,59,70,false,50,50,36539
701994,Defender,Medium,64,87,84,94,20,39,40,600,3,0,75,59,70,false,50,50,36516
701995,Defender,High,64,91,88,95,20,39,53,600,1,1,76,60,70,false,50,50,36794
702004,Forward,Low,64,82,80,94,20,39,186,600,2,0,74,59,70,false,50,50,35684
702005,Forward,Medium,64,90,88,97,20,39,174,600,1,0,74,59,70,false,50,50,35632
702006,Forward,High,64,91,89,94,20,39,184,600,2,1,79,64,70,false,50,50,37830
702007,Midfielder,Low,64,81,78,93,20,39,33,600,4,1,78,64,70,false,50,50,37722
702000,Midfielder,Medium,64,90,85,97,20,39,25,600,0,0,65,53,70,false,50,50,31680
702001,Midfielder,High,64,89,88,93,20,39,23,600,1,0,65,53,70,false,50,50,31916
702002,Defender,Low,64,80,76,92,20,39,46,600,1,0,69,59,70,false,50,50,34977
702003,Defender,Medium,64,86,82,94,20,39,58,600,2,0,68,57,70,false,50,50,34372
702012,Defender,High,64,88,86,93,20,39,59,600,0,5,85,63,70,false,50,50,39451
702013,Forward,Low,64,83,81,94,20,39,151,600,3,5,85,63,70,false,50,50,39298
702014,Forward,Medium,64,88,86,95,20,39,192,600,3,2,81,62,70,false,50,50,37599
702015,Forward,High,64,93,91,96,20,39,199,600,0,2,83,62,70,false,50,50,38117
702008,Midfielder,Low,64,81,79,93,20,39,23,600,1,1,78,62,70,false,50,50,37931
702009,Midfielder,Medium,64,86,84,93,20,39,28,600,3,1,78,62,70,false,50,50,37915
702010,Midfielder,High,64,89,88,93,20,39,23,600,2,1,76,58,70,false,50,50,36031
702011,Defender,Low,64,83,77,96,20,39,62,600,3,1,76,59,70,false,50,50,36496
701892,Defender,Medium,64,89,86,97,20,39,61,575,5,0,51,50,70,false,50,50,15324
701893,Defender,High,64,88,86,92,20,39,68,574,3,0,52,50,70,false,50,50,15114
701894,Forward,Low,62,81,79,92,20,39,169,574,0,0,50,50,70,false,50,50,14074
701895,Forward,Medium,63,88,86,94,20,39,179,574,3,0,50,50,70,false,50,50,13997
701888,Forward,High,64,90,89,93,20,39,174,565,0,0,50,50,70,false,50,50,13265
701889,Midfielder,Low,64,82,78,95,20,39,37,570,3,0,50,50,70,false,50,50,13534
701890,Midfielder,Medium,64,87,84,94,20,39,32,565,4,0,50,50,70,false,50,50,13414
701891,Midfielder,High,64,90,88,93,20,39,21,565,2,0,50,50,70,false,50,50,13278
701900,Defender,Low,64,81,78,93,20,39,51,568,4,0,51,50,70,false,50,50,14030
701901,Defender,Medium,64,88,83,95,20,39,61,568,1,0,51,50,70,false,50,50,14048
701902,Defender,High,64,90,87,94,20,39,46,572,2,0,49,50,70,false,50,50,13359
701903,Forward,Low,64,82,80,94,20,39,168,572,3,0,49,50,70,false,50,50,13293
701896,Forward,Medium,64,88,86,94,20,39,189,574,1,0,50,50,70,false,50,50,13753
701897,Forward,High,64,92,90,95,20,39,188,574,1,0,50,50,70,false,50,50,13833
701898,Midfielder,Low,64,79,75,91,20,39,28,577,1,0,50,50,70,false,50,50,14774
701899,Midfielder,Medium,64,84,82,91,20,39,33,576,2,0,50,50,70,false,50,50,14326
701908,Midfielder,High,64,91,89,94,20,39,36,572,6,0,49,50,70,false,50,50,14552
701909,Defender,Low,64,81,77,94,20,39,56,572,1,0,50,50,70,false,50,50,14950
701910,Defender,Medium,64,87,83,94,20,39,61,572,1,0,49,50,70,false,50,50,14460
701911,Defender,High,64,92,89,96,20,39,65,572,1,0,50,50,70,false,50,50,14547
701904,Forward,Low,64,81,79,92,20,39,161,574,3,0,46,50,70,false,50,50,13361
701905,Forward,Medium,64,87,85,93,20,39,176,573,0,0,46,50,70,false,50,50,13165
701906,Forward,High,63,89,87,91,20,39,191,563,2,0,46,50,70,false,50,50,12875
701907,Midfielder,Low,64,81,78,93,20,39,33,564,3,0,46,50,70,false,50,50,12928
701916,Midfielder,Medium,64,85,83,92,20,39,32,562,4,0,48,50,70,false,50,50,12788
701917,Midfielder,High,64,93,91,97,20,39,31,563,2,0,48,50,70,false,50,50,12997
701918,Defender,Low,64,84,80,97,20,39,61,578,4,0,49,50,70,false,50,50,14697
701919,Defender,Medium,64,86,83,93,20,39,48,577,2,0,49,50,70,false,50,50,14377
701912,Defender,High,64,89,87,94,20,39,47,573,1,0,50,50,70,false,50,50,14133
701913,Forward,Low,64,82,80,93,20,39,187,575,4,0,51,50,70,false,50,50,14199
701914,Forward,Medium,62,87,85,93,20,39,186,573,2,0,45,50,70,false,50,50,13389
701915,Forward,High,64,90,89,93,20,39,190,573,3,0,45,50,70,false,50,50,12949
701924,Midfielder,Low,64,81,79,93,20,39,30,600,2,0,51,50,70,false,50,50,17567
701925,Midfielder,Medium,64,85,83,92,20,39,37,600,2,0,51,50,70,false,50,50,17443
701926,Midfielder,High,64,93,91,97,20,39,37,595,5,0,51,50,70,false,50,50,15293
701927,Defender,Low,64,80,76,92,20,39,62,595,6,0,52,50,70,false,50,50,15085
701920,Defender,Medium,64,87,82,94,20,39,47,600,1,0,52,50,70,false,50,50,17661
701921,Defender,High,64,90,86,94,20,39,50,600,2,0,52,50,70,false,50,50,17896
701922,Forward,Low,64,82,80,93,20,39,164,600,5,0,52,50,70,false,50,50,17520
701923,Forward,Medium,64,87,85,93,20,39,187,600,2,0,52,50,70,false,50,50,17329
701932,Forward,High,64,91,89,93,20,39,185,600,5,0,54,50,70,false,50,50,19372
701933,Midfielder,Low,64,82,80,94,20,39,35,600,2,0,55,50,70,false,50,50,19326
701934,Midfielder,Medium,64,86,83,93,20,39,30,600,2,0,55,50,70,false,50,50,21431
701935,Midfielder,High,64,92,90,96,20,39,17,600,4,0,55,50,70,false,50,50,21407
701928,Defender,Low,64,83,79,96,20,39,51,600,4,0,54,50,70,false,50,50,18929
701929,Defender,Medium,64,84,81,91,20,39,63,600,6,0,54,50,70,false,50,50,18808
701930,Defender,High,64,90,87,94,20,39,65,600,3,0,53,50,70,false,50,50,18243
701931,Forward,Low,64,83,81,94,20,39,162,600,1,0,53,50,70,false,50,50,18956
701940,Forward,Medium,63,86,84,92,20,39,168,600,0,0,48,50,70,false,50,50,19301
701941,Forward,High,64,90,88,93,20,39,157,600,2,0,48,50,70,false,50,50,19717
701942,Midfielder,Low,64,81,77,93,20,39,27,600,1,0,48,50,70,false,50,50,18742
701943,Midfielder,Medium,64,87,85,94,20,39,34,600,4,0,48,50,70,false,50,50,19094
701936,Midfielder,High,64,89,88,93,20,39,33,600,3,0,46,50,70,false,50,50,18256
701937,Defender,Low,64,82,78,94,20,39,51,600,2,0,46,50,70,false,50,50,17517
701938,Defender,Medium,64,87,83,94,20,39,58,597,2,0,46,50,70,false,50,50,16042
701939,Defender,High,64,92,89,97,20,39,71,596,5,0,46,50,70,false,50,50,16570
701948,Forward,Low,64,84,81,95,20,39,167,600,1,0,49,50,70,false,50,50,17162
701949,Forward,Medium,64,88,86,94,20,39,178,600,3,0,49,50,70,false,50,50,17381
701950,Forward,High,60,93,91,96,20,39,188,594,2,0,49,50,70,false,50,50,14601
701951,Midfielder,Low,64,84,81,97,20,39,25,594,1,0,49,50,70,false,50,50,14514
701944,Midfielder,Medium,64,84,83,91,20,39,24,600,2,0,50,50,70,false,50,50,20089
701945,Midfielder,High,64,90,88,93,20,39,24,600,2,0,50,50,70,false,50,50,20404
701946,Defender,Low,64,81,74,94,20,39,48,596,0,0,48,50,70,false,50,50,15171
701947,Defender,Medium,64,86,83,93,20,39,65,598,6,0,48,50,70,false,50,50,15695
701828,Defender,High,64,91,88,95,20,39,58,564,5,0,54,50,70,false,50,50,15793
701829,Forward,Low,64,81,79,92,20,39,141,565,2,0,55,50,70,false,50,50,16018
701830,Forward,Medium,64,90,88,96,20,39,200,569,2,0,60,50,70,false,50,50,18506
701831,Forward,High,64,93,91,96,20,39,162,569,1,0,60,50,70,false,50,50,18414
701824,Midfielder,Low,64,84,78,96,20,39,30,565,3,0,59,50,70,false,50,50,17500
701825,Midfielder,Medium,64,88,86,95,20,39,32,564,1,0,60,50,70,false,50,50,17339
701826,Midfielder,High,64,91,87,95,20,39,23,575,2,0,59,50,70,false,50,50,18407
701827,Defender,Low,64,81,76,94,20,39,54,575,3,0,59,50,70,false,50,50,18636
701836,Defender,Medium,64,88,84,95,20,39,58,572,2,0,61,51,70,false,50,50,18055
701837,Defender,High,64,89,87,94,20,39,47,571,4,0,61,51,70,false,50,50,17822
701838,Forward,Low,63,81,79,92,20,39,156,570,2,0,52,50,70,false,50,50,15486
701839,Forward,Medium,63,88,86,94,20,39,158,570,1,0,52,50,70,false,50,50,15654
701832,Forward,High,64,91,89,94,20,39,182,565,1,0,55,50,70,false,50,50,16288
701833,Midfielder,Low,64,81,78,93,20,39,28,565,2,0,56,50,70,false,50,50,16457
701834,Midfielder,Medium,64,87,81,94,20,39,32,574,2,0,58,50,70,false,50,50,18855
701835,Midfielder,High,64,89,88,93,20,39,29,574,2,0,57,50,70,false,50,50,18397
701844,Defender,Low,64,80,75,93,20,39,56,569,2,0,59,50,70,false,50,50,18382
701845,Defender,Medium,64,87,82,94,20,39,47,568,6,0,59,50,70,false,50,50,18242
701846,Defender,High,64,92,88,97,20,39,60,568,2,0,60,50,70,false,50,50,17304
701847,Forward,Low,64,82,80,93,20,39,160,570,3,0,60,50,70,false,50,50,17480
701840,Forward,Medium,63,85,83,91,20,39,167,574,3,0,59,50,70,false,50,50,18733
701841,Forward,High,63,88,86,91,20,39,173,570,2,0,59,50,70,false,50,50,18348
701842,Midfielder,Low,64,80,77,92,20,39,20,569,2,0,53,50,70,false,50,50,16403
701843,Midfielder,Medium,64,86,83,93,20,39,23,567,1,0,52,50,70,false,50,50,16031
701852,Midfielder,High,64,90,86,94,20,39,27,570,2,0,57,50,70,false,50,50,17090
701853,Defender,Low,64,77,74,89,20,39,41,569,2,0,57,50,70,false,50,50,16798
701854,Defender,Medium,64,89,86,97,20,39,57,576,2,0,57,50,70,false,50,50,17893
701855,Defender,High,64,90,86,94,20,39,49,576,1,0,57,50,70,false,50,50,17682
701848,Forward,Low,64,85,83,97,20,39,166,568,2,0,59,50,70,false,50,50,17834
701849,Forward,Medium,64,88,86,94,20,39,162,567,3,0,59,50,70,false,50,50,17438
701850,Forward,High,64,90,88,93,20,39,186,570,4,0,54,50,70,false,50,50,16317
701851,Midfielder,Low,64,82,80,95,20,39,33,568,4,0,54,50,70,false,50,50,15850
701860,Midfielder,Medium,64,87,85,94,20,39,27,600,2,0,55,50,70,false,50,50,27748
701861,Midfielder,High,64,91,89,94,20,39,31,600,2,0,56,50,70,false,50,50,28167
701862,Defender,Low,64,84,81,97,20,39,48,600,5,0,57,50,70,false,50,50,24885
701863,Defender,Medium,64,86,83,94,20,39,48,600,0,0,57,50,70,false,50,50,24778
701856,Defender,High,64,90,87,94,20,39,54,600,1,0,54,50,70,false,50,50,26645
701857,Forward,Low,64,84,81,95,20,39,186,600,1,0,54,50,70,false,50,50,26628
701858,Forward,Medium,64,88,87,95,20,39,181,600,7,0,59,50,70,false,50,50,26929
701859,Forward,High,64,92,90,95,20,39,198,600,1,0,59,50,70,false,50,50,27068
701868,Midfielder,Low,64,81,78,93,20,39,30,600,4,0,55,50,70,false,50,50,25689
701869,Midfielder,Medium,64,88,86,95,20,39,22,600,4,0,55,50,70,false,50,50,26712
701870,Midfielder,High,64,91,88,94,20,39,29,600,3,0,52,50,70,false,50,50,24047
701871,Defender,Low,64,81,77,93,20,39,45,600,2,0,51,50,70,false,50,50,23792
701864,Defender,Medium,64,86,83,94,20,39,45,600,3,0,56,50,70,false,50,50,29249
701865,Defender,High,64,89,86,93,20,39,68,600,2,0,57,50,70,false,50,50,29688
701866,Forward,Low,64,84,82,95,20,39,174,600,3,0,55,50,70,false,50,50,28021
701867,Forward,Medium,64,86,85,93,20,39,206,600,1,0,55,50,70,false,50,50,27790
701876,Forward,High,63,91,90,94,20,39,194,600,4,0,55,50,70,false,50,50,27893
701877,Midfielder,Low,64,82,74,95,20,39,19,600,3,0,55,50,70,false,50,50,27507
701878,Midfielder,Medium,64,89,87,96,20,39,25,600,2,0,58,50,70,false,50,50,27228
701879,Midfielder,High,64,87,82,90,20,39,24,600,1,0,57,50,70,false,50,50,26962
701872,Defender,Low,64,81,77,94,20,39,51,600,1,0,51,50,70,false,50,50,24945
701873,Defender,Medium,64,86,83,94,20,39,45,600,3,0,51,50,70,false,50,50,24913
701874,Defender,High,64,89,86,93,20,39,49,600,2,0,50,50,70,false,50,50,23119
701875,Forward,Low,64,85,82,96,20,39,171,600,4,0,50,50,70,false,50,50,23072
701884,Forward,Medium,63,86,84,92,20,39,186,600,5,0,54,50,70,false,50,50,28440
701885,Forward,High,64,91,89,94,20,39,186,600,1,0,54,50,70,false,50,50,28698
701886,Midfielder,Low,64,81,78,93,20,39,23,600,1,0,53,50,70,false,50,50,21160
701887,Midfielder,Medium,64,85,83,91,20,39,29,600,2,0,53,50,70,false,50,50,21810
701880,Midfielder,High,64,89,88,93,20,39,25,600,1,0,59,50,70,false,50,50,30636
701881,Defender,Low,64,82,79,95,20,39,54,600,6,0,58,50,70,false,50,50,30177
701882,Defender,Medium,64,89,86,96,20,39,63,600,2,0,59,50,70,false,50,50,28519
701883,Defender,High,64,89,87,94,20,39,73,600,2,0,59,50,70,false,50,50,28612
701764,Forward,Low,64,82,80,94,20,39,153,571,0,0,49,50,70,false,50,50,15610
701765,Forward,Medium,64,89,87,95,20,39,167,569,2,0,48,50,70,false,50,50,15305
701766,Forward,High,64,90,88,93,20,39,193,563,4,0,47,50,70,false,50,50,12728
701767,Midfielder,Low,64,82,80,94,20,39,37,564,3,0,47,50,70,false,50,50,12982
701760,Midfielder,Medium,64,87,85,94,20,39,17,572,1,0,47,50,70,false,50,50,14077
701761,Midfielder,High,64,89,86,92,20,39,28,571,4,0,47,50,70,false,50,50,14235
701762,Defender,Low,64,82,78,94,20,39,53,571,2,0,49,50,70,false,50,50,14414
701763,Defender,Medium,64,87,84,95,20,39,53,570,0,0,48,50,70,false,50,50,14486
701772,Defender,High,64,89,86,93,20,39,51,572,3,0,48,50,70,false,50,50,14800
701773,Forward,Low,64,84,81,95,20,39,162,573,2,0,48,50,70,false,50,50,14955
701774,Forward,Medium,64,89,87,95,20,39,190,557,1,0,47,50,70,false,50,50,12291
701775,Forward,High,64,90,88,93,20,39,182,557,6,0,48,50,70,false,50,50,12269
701768,Midfielder,Low,64,78,76,89,20,39,21,575,6,0,50,50,70,false,50,50,15401
701769,Midfielder,Medium,64,86,84,93,20,39,24,573,6,0,50,50,70,false,50,50,15104
701770,Midfielder,High,64,93,92,97,20,39,23,567,1,0,47,50,70,false,50,50,12541
701771,Defender,Low,64,84,77,97,20,39,45,565,1,0,47,50,70,false,50,50,12291
701780,Defender,Medium,64,87,84,94,20,39,49,570,3,0,49,50,70,false,50,50,14835
701781,Defender,High,64,88,85,92,20,39,59,569,3,0,49,50,70,false,50,50,14867
701782,Forward,Low,64,82,79,93,20,39,139,578,1,0,49,50,70,false,50,50,15958
701783,Forward,Medium,64,90,88,96,20,39,174,575,4,0,49,50,70,false,50,50,15717
701776,Forward,High,64,90,88,93,20,39,186,569,2,0,49,50,70,false,50,50,15069
701777,Midfielder,Low,64,82,79,93,20,39,29,570,1,0,49,50,70,false,50,50,15567
701778,Midfielder,Medium,64,87,86,94,20,39,31,570,2,0,48,50,70,false,50,50,15204
701779,Midfielder,High,64,93,91,97,20,39,33,572,2,0,48,50,70,false,50,50,15606
701788,Defender,Low,64,81,78,94,20,39,52,574,2,0,50,50,70,false,50,50,16130
701789,Defender,Medium,64,87,84,94,20,39,56,573,2,0,50,50,70,false,50,50,16256
701790,Defender,High,64,92,89,96,20,39,53,573,3,0,50,50,70,false,50,50,16321
701791,Forward,Low,63,85,83,96,20,39,167,573,5,0,50,50,70,false,50,50,16415
701784,Forward,Medium,64,87,85,93,20,39,164,563,4,0,49,50,70,false,50,50,14300
701785,Forward,High,64,93,91,96,20,39,185,564,2,0,49,50,70,false,50,50,14401
701786,Midfielder,Low,64,82,79,94,20,39,28,572,1,0,49,50,70,false,50,50,15936
701787,Midfielder,Medium,64,86,82,93,20,39,28,572,4,0,49,50,70,false,50,50,15987
701796,Midfielder,High,64,91,89,94,20,39,36,594,3,0,47,50,70,false,50,50,14114
701797,Defender,Low,64,80,76,93,20,39,58,594,2,0,47,50,70,false,50,50,14342
701798,Defender,Medium,64,87,83,94,20,39,47,600,4,0,47,50,70,false,50,50,17979
701799,Defender,High,64,90,87,94,20,39,43,600,0,0,47,50,70,false,50,50,18176
701792,Forward,Low,64,84,81,95,20,39,172,598,2,0,46,50,70,false,50,50,12059
701793,Forward,Medium,64,87,85,93,20,39,153,598,3,0,46,50,70,false,50,50,12044
701794,Forward,High,64,91,89,94,20,39,186,600,1,0,46,50,70,false,50,50,17765
701795,Midfielder,Low,64,81,79,94,20,39,28,600,1,0,46,50,70,false,50,50,18203
701804,Midfielder,Medium,64,86,82,93,20,39,24,600,2,0,46,50,70,false,50,50,17784
701805,Midfielder,High,64,85,83,88,20,39,31,600,3,0,46,50,70,false,50,50,18115
701806,Defender,Low,64,82,78,94,20,39,50,600,3,0,46,50,70,false,50,50,15830
701807,Defender,Medium,64,87,84,95,20,39,58,600,2,0,46,50,70,false,50,50,15104
701800,Defender,High,64,90,86,94,20,39,51,600,2,0,46,50,70,false,50,50,15999
701801,Forward,Low,63,84,82,95,20,39,151,600,2,0,46,50,70,false,50,50,15674
701802,Forward,Medium,64,89,87,96,20,39,164,598,1,0,45,50,70,false,50,50,13928
701803,Forward,High,64,93,91,96,20,39,172,598,3,0,45,50,70,false,50,50,14385
701812,Midfielder,Low,64,84,81,97,20,39,46,589,3,0,46,50,70,false,50,50,13244
701813,Midfielder,Medium,64,87,85,94,20,39,24,589,2,0,47,50,70,false,50,50,13478
701814,Midfielder,High,64,92,88,96,20,39,25,598,2,0,47,50,70,false,50,50,14206
701815,Defender,Low,64,82,79,94,20,39,42,597,1,0,46,50,70,false,50,50,14586
701808,Defender,Medium,64,86,82,94,20,39,71,600,2,0,46,50,70,false,50,50,15484
701809,Defender,High,64,90,87,94,20,39,49,599,3,0,46,50,70,false,50,50,15293
701810,Forward,Low,63,85,83,96,20,39,150,599,2,0,45,50,70,false,50,50,14271
701811,Forward,Medium,64,89,88,96,20,39,165,599,0,0,45,50,70,false,50,50,14797
701820,Forward,High,60,91,89,94,20,39,155,600,4,0,47,50,70,false,50,50,17171
701821,Midfielder,Low,64,84,82,97,20,39,27,600,1,0,47,50,70,false,50,50,17425
701822,Midfielder,Medium,64,85,81,91,20,39,26,600,3,0,47,50,70,false,50,50,18127
701823,Midfielder,High,64,92,90,95,20,39,29,600,4,0,47,50,70,false,50,50,18218
701816,Defender,Low,64,83,79,96,20,39,46,600,3,0,45,50,70,false,50,50,14611
701817,Defender,Medium,64,89,86,97,20,39,51,600,1,0,45,50,70,false,50,50,14842
701818,Defender,High,64,89,86,93,20,39,57,600,1,0,45,50,70,false,50,50,15548
701819,Forward,Low,64,83,81,94,20,39,167,600,3,0,45,50,70,false,50,50,15409
701700,Forward,Medium,64,89,87,95,20,39,187,570,3,0,50,50,70,false,50,50,14143
701701,Forward,High,64,92,91,96,20,39,185,571,3,0,51,50,70,false,50,50,14570
701702,Midfielder,Low,64,81,79,94,20,39,21,569,2,0,49,50,70,false,50,50,11606
701703,Midfielder,Medium,64,83,81,90,20,39,27,569,3,0,49,50,70,false,50,50,11713
701696,Midfielder,High,64,88,87,92,20,39,27,566,0,0,50,50,70,false,50,50,12151
701697,Defender,Low,64,80,77,93,20,39,52,567,3,0,50,50,70,false,50,50,12222
701698,Defender,Medium,64,85,82,93,20,39,61,575,3,0,51,50,70,false,50,50,13605
701699,Defender,High,64,90,84,94,20,39,51,575,2,0,51,50,70,false,50,50,13487
701708,Forward,Low,64,83,81,95,20,39,150,568,2,0,50,50,70,false,50,50,12682
701709,Forward,Medium,64,89,87,95,20,39,174,568,5,0,50,50,70,false,50,50,12679
701710,Forward,High,64,89,88,92,20,39,174,566,1,0,51,50,70,false,50,50,13475
701711,Midfielder,Low,64,84,82,97,20,39,35,567,1,0,51,50,70,false,50,50,13268
701704,Midfielder,Medium,64,89,84,96,20,39,26,576,5,0,51,50,70,false,50,50,13412
701705,Midfielder,High,64,89,87,93,20,39,32,576,1,0,51,50,70,false,50,50,13526
701706,Defender,Low,64,82,79,95,20,39,53,575,3,0,51,50,70,false,50,50,14053
701707,Defender,Medium,64,87,84,94,20,39,66,575,2,0,52,50,70,false,50,50,14263
701716,Defender,High,64,89,86,93,20,39,57,573,2,0,48,50,70,false,50,50,12777
701717,Forward,Low,62,82,80,93,20,39,149,572,1,0,48,50,70,false,50,50,12572
701718,Forward,Medium,64,89,87,95,20,39,188,581,1,0,48,50,70,false,50,50,13727
701719,Forward,High,63,94,92,96,20,39,171,579,4,0,48,50,70,false,50,50,13379
701712,Midfielder,Low,64,81,78,93,20,39,37,568,2,0,49,50,70,false,50,50,12730
701713,Midfielder,Medium,64,86,84,93,20,39,24,565,2,0,49,50,70,false,50,50,12595
701714,Midfielder,High,64,88,86,92,20,39,32,572,6,0,49,50,70,false,50,50,13142
701715,Defender,Low,64,84,80,96,20,39,63,572,0,0,49,50,70,false,50,50,13360
701724,Defender,Medium,64,84,81,92,20,39,56,570,6,0,49,50,70,false,50,50,12922
701725,Defender,High,64,90,87,94,20,39,52,571,2,0,49,50,70,false,50,50,13352
701726,Forward,Low,63,80,78,91,20,39,154,566,3,0,48,50,70,false,50,50,11408
701727,Forward,Medium,64,87,85,93,20,39,170,566,0,0,48,50,70,false,50,50,11374
701720,Forward,High,63,90,88,93,20,39,148,560,2,0,49,50,70,false,50,50,11687
701721,Midfielder,Low,64,82,80,94,20,39,23,560,4,0,49,50,70,false,50,50,11708
701722,Midfielder,Medium,64,86,83,93,20,39,30,580,3,0,50,50,70,false,50,50,14670
701723,Midfielder,High,64,89,85,93,20,39,29,578,2,0,50,50,70,false,50,50,14309
701732,Defender,Low,64,83,78,97,20,39,38,590,3,0,44,50,70,false,50,50,16936
701733,Defender,Medium,64,89,86,96,20,39,54,591,7,0,44,50,70,false,50,50,17396
701734,Defender,High,64,89,86,93,20,39,52,595,1,0,43,50,70,false,50,50,15543
701735,Forward,Low,64,81,79,92,20,39,186,596,2,0,43,50,70,false,50,50,16075
701728,Forward,Medium,60,82,80,88,20,39,154,592,1,0,44,50,70,false,50,50,13501
701729,Forward,High,63,90,88,93,20,39,189,591,1,0,44,50,70,false,50,50,13166
701730,Midfielder,Low,64,83,81,96,20,39,26,596,4,0,45,50,70,false,50,50,17855
701731,Midfielder,Medium,64,89,87,96,20,39,31,597,1,0,45,50,70,false,50,50,18266
701740,Midfielder,High,64,89,88,93,20,39,32,596,1,0,45,50,70,false,50,50,17048
701741,Defender,Low,64,83,77,96,20,39,52,597,2,0,44,50,70,false,50,50,17164
701742,Defender,Medium,64,85,81,92,20,39,51,600,5,0,45,50,70,false,50,50,18382
701743,Defender,High,64,93,90,97,20,39,48,599,3,0,44,50,70,false,50,50,17955
701736,Forward,Low,64,82,80,93,20,39,154,597,4,0,45,50,70,false,50,50,15363
701737,Forward,Medium,63,87,85,93,20,39,170,597,6,0,45,50,70,false,50,50,14914
701738,Forward,High,64,90,89,93,20,39,176,591,1,0,46,50,70,false,50,50,15467
701739,Midfielder,Low,64,80,78,92,20,39,33,591,6,0,46,50,70,false,50,50,15571
701748,Midfielder,Medium,64,85,83,92,20,39,29,590,5,0,46,50,70,false,50,50,16050
701749,Midfielder,High,64,91,89,94,20,39,21,590,3,0,45,50,70,false,50,50,15378
701750,Defender,Low,64,80,77,93,20,39,52,594,4,0,46,50,70,false,50,50,15794
701751,Defender,Medium,64,87,84,95,20,39,48,593,4,0,46,50,70,false,50,50,16076
701744,Defender,High,64,91,88,95,20,39,61,598,4,0,47,50,70,false,50,50,18096
701745,Forward,Low,63,81,79,92,20,39,143,597,3,0,47,50,70,false,50,50,17430
701746,Forward,Medium,64,86,84,93,20,39,165,600,1,0,47,50,70,false,50,50,19457
701747,Forward,High,64,91,89,94,20,39,189,600,4,0,47,50,70,false,50,50,20250
701756,Midfielder,Low,64,81,79,94,20,39,21,600,3,0,47,50,70,false,50,50,17919
701757,Midfielder,Medium,64,86,84,93,20,39,32,600,2,0,46,50,70,false,50,50,18531
701758,Midfielder,High,64,90,88,94,20,39,29,600,2,0,50,50,70,false,50,50,21779
701759,Defender,Low,64,81,77,94,20,39,64,600,2,0,51,50,70,false,50,50,22233
701752,Defender,Medium,64,86,83,94,20,39,54,591,2,0,47,50,70,false,50,50,15026
701753,Defender,High,64,90,87,94,20,39,67,591,3,0,47,50,70,false,50,50,14566
701754,Forward,Low,64,84,82,95,20,39,192,592,7,0,46,50,70,false,50,50,14955
701755,Forward,Medium,64,86,84,92,20,39,165,592,3,0,46,50,70,false,50,50,15159
701636,Forward,High,64,91,89,93,20,39,185,599,4,0,60,50,70,false,50,50,20279
701637,Midfielder,Low,64,81,79,93,20,39,28,598,3,0,59,50,70,false,50,50,19660
701638,Midfielder,Medium,64,86,84,93,20,39,36,599,3,0,58,50,70,false,50,50,21640
701639,Midfielder,High,64,91,89,94,20,39,30,597,0,0,58,50,70,false,50,50,20429
701632,Defender,Low,64,80,77,93,20,39,54,585,2,0,58,50,70,false,50,50,16918
701633,Defender,Medium,64,82,79,90,20,39,49,585,3,0,58,50,70,false,50,50,17045
701634,Defender,High,64,89,86,93,20,39,61,594,2,0,57,50,70,false,50,50,20676
701635,Forward,Low,63,80,78,91,20,39,129,594,1,0,56,50,70,false,50,50,20507
701644,Forward,Medium,64,87,86,94,20,39,168,595,3,0,61,51,70,false,50,50,20531
701645,Forward,High,64,91,89,94,20,39,161,596,5,0,60,50,70,false,50,50,20823
701646,Midfielder,Low,64,81,79,93,20,39,26,590,2,0,57,50,70,false,50,50,17866
701647,Midfielder,Medium,64,84,83,91,20,39,33,590,2,0,57,50,70,false,50,50,18029
701640,Midfielder,High,64,89,87,92,20,39,29,593,2,0,59,50,70,false,50,50,19611
701641,Defender,Low,64,81,78,94,20,39,43,594,0,0,59,50,70,false,50,50,20087
701642,Defender,Medium,64,87,84,95,20,39,51,588,5,0,57,50,70,false,50,50,17754
701643,Defender,High,64,92,89,96,20,39,48,588,2,0,57,50,70,false,50,50,17574
701652,Forward,Low,64,83,81,94,20,39,165,593,6,0,57,50,70,false,50,50,18725
701653,Forward,Medium,64,87,85,93,20,39,188,594,4,0,57,50,70,false,50,50,18647
701654,Forward,High,62,89,87,92,20,39,172,592,3,0,56,50,70,false,50,50,16628
701655,Midfielder,Low,64,83,81,95,20,39,27,592,1,0,56,50,70,false,50,50,16477
